#mhp  tb  deltab brt-bHp  brHp-taunu  brHp-tb  brHp-cs  brHp-hW  brHp-HW  brHp-AW  brHp-nc  brHp-n1c1  brHp-n2c1  brHp-n3c1  brHp-n4c1  brHp-n1c2  brHp-n2c2  brHp-n3c2  brHp-n4c2  scen
300.00000000  3.70000000 0.04241294  0.00000  1.364344E-02  0.947750  6.021709E-05  3.704764E-02  2.727158E-08  2.659890E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  3.80000000 0.04348674  0.00000  1.508647E-02  0.945972  6.371901E-05  3.736824E-02  3.403170E-08  2.807981E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  3.90000000 0.04456237  0.00000  1.662930E-02  0.944145  6.746285E-05  3.763673E-02  4.170599E-08  2.957687E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  4.00000000 0.04563970  0.00000  1.827409E-02  0.942266  7.145356E-05  3.785492E-02  5.030352E-08  3.108712E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  4.10000000 0.04671860  0.00000  2.002266E-02  0.940330  7.569526E-05  3.802452E-02  5.982334E-08  3.260747E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  4.20000000 0.04779897  0.00000  2.187646E-02  0.938335  8.019116E-05  3.814717E-02  7.025506E-08  3.413473E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  4.30000000 0.04888069  0.00000  2.383655E-02  0.936278  8.494350E-05  3.822443E-02  8.157959E-08  3.566561E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  4.40000000 0.04996367  0.00000  2.590357E-02  0.934157  8.995354E-05  3.825781E-02  9.376981E-08  3.719675E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  4.50000000 0.05104784  0.00000  2.807772E-02  0.931970  9.522146E-05  3.824877E-02  1.067914E-07  3.872471E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  4.60000000 0.05213312  0.00000  3.035877E-02  0.929716  1.007463E-04  3.819877E-02  1.206035E-07  4.024603E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  4.70000000 0.05321943  0.00000  3.274599E-02  0.927394  1.065261E-04  3.810923E-02  1.351595E-07  4.175723E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  4.80000000 0.05430671  0.00000  3.523821E-02  0.925004  1.125577E-04  3.798156E-02  1.504078E-07  4.325480E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  4.90000000 0.05539490  0.00000  3.783379E-02  0.922547  1.188367E-04  3.781720E-02  1.662925E-07  4.473527E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  5.00000000 0.05648395  0.00000  4.053060E-02  0.920023  1.253578E-04  3.761757E-02  1.827540E-07  4.619521E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  5.10000000 0.05757380  0.00000  4.332608E-02  0.917433  1.321143E-04  3.738413E-02  1.997301E-07  4.763126E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  5.20000000 0.05866441  0.00000  4.621717E-02  0.914779  1.390987E-04  3.711834E-02  2.171560E-07  4.904013E-07  0  0  0  0  0  0  0  0  0  lightstop
